name,parent,concept_name,source,standard_semantic_hierarchy
"Ginseng farming (except under cover), field, bedding plant and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Green bean farming, field and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Green cowpea farming, field and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Green lima bean farming, field and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Green pea farming, field and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Honeydew melon farming, field, bedding plant and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Kale farming, field, bedding plant and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Leek farming, field, bedding plant and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Lettuce farming, field, bedding plant and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Melon farming (e.g., cantaloupe, casaba, honeydew, watermelon), field, bedding plant and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Muskmelon farming, field, bedding plant and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Okra farming, field, bedding plant and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Onion farming, field, bedding plant and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Parsley farming, field, bedding plant and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Parsnip farming, field, bedding plant and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Pea (except dry) farming, field and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Pepper (e.g., bell, chili, green, hot, red, sweet) farming",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Pumpkin farming, field and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Radish farming, field and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Rhubarb farming, field and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Romaine lettuce farming, field and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Rutabaga farming, field and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Shallot farming, field and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Snap bean farming (i.e., bush and pole), field and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Snow pea farming, field and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Spaghetti squash farming, field, bedding plant and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Spinach farming, field, bedding plant and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Squash farming, field, bedding plant and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"String bean farming, field and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Sweet corn farming, field and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Sweet pepper farming, field, bedding plant and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Taro farming, field and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Tomato farming (except under cover), field, bedding plant and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Truck farming, field, bedding plant and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Turnip farming, field, bedding plant and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Vegetable and melon farming, vegetable (except potato) and melon dominant crops, field, bedding plants and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Vegetable and potato farming, vegetable (except potato) dominant crops, field, bedding plants and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Watermelon farming, field, bedding plant and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
"Zucchini farming, field, bedding plant and seed production",Other Vegetable (except Potato) and Melon Farming ,Index Description,2022 NAICS,Yes
Orange groves,Orange Groves,Index Description,2022 NAICS,Yes
Citrus groves (except orange),Citrus (except Orange) Groves ,Index Description,2022 NAICS,Yes
Grapefruit groves,Citrus (except Orange) Groves ,Index Description,2022 NAICS,Yes
Lemon groves,Citrus (except Orange) Groves ,Index Description,2022 NAICS,Yes
Lime groves,Citrus (except Orange) Groves ,Index Description,2022 NAICS,Yes
Mandarin groves,Citrus (except Orange) Groves ,Index Description,2022 NAICS,Yes
Tangelo groves,Citrus (except Orange) Groves ,Index Description,2022 NAICS,Yes
Tangerine groves,Citrus (except Orange) Groves ,Index Description,2022 NAICS,Yes
Apple orchards,Apple Orchards ,Index Description,2022 NAICS,Yes
Grape farming without making wine,Grape Vineyards ,Index Description,2022 NAICS,Yes
Raisin farming,Grape Vineyards ,Index Description,2022 NAICS,Yes
Strawberry farming,Strawberry Farming ,Index Description,2022 NAICS,Yes
Berry (except strawberry) farming,Berry (except Strawberry) Farming ,Index Description,2022 NAICS,Yes
Blackberry farming,Berry (except Strawberry) Farming ,Index Description,2022 NAICS,Yes
Blueberry farming,Berry (except Strawberry) Farming ,Index Description,2022 NAICS,Yes
Boysenberry farming,Berry (except Strawberry) Farming ,Index Description,2022 NAICS,Yes
Cranberry farming,Berry (except Strawberry) Farming ,Index Description,2022 NAICS,Yes
Currant farming,Berry (except Strawberry) Farming ,Index Description,2022 NAICS,Yes
Dewberry farming,Berry (except Strawberry) Farming ,Index Description,2022 NAICS,Yes
Gooseberry farming,Berry (except Strawberry) Farming ,Index Description,2022 NAICS,Yes
Huckleberry farming,Berry (except Strawberry) Farming ,Index Description,2022 NAICS,Yes
Loganberry farming,Berry (except Strawberry) Farming ,Index Description,2022 NAICS,Yes
Raspberry farming,Berry (except Strawberry) Farming ,Index Description,2022 NAICS,Yes
Youngberry farming,Berry (except Strawberry) Farming ,Index Description,2022 NAICS,Yes
Almond farming,Tree Nut Farming ,Index Description,2022 NAICS,Yes
Brazil nut farming,Tree Nut Farming ,Index Description,2022 NAICS,Yes
Cashew farming,Tree Nut Farming ,Index Description,2022 NAICS,Yes
Filbert farming,Tree Nut Farming ,Index Description,2022 NAICS,Yes
Hazelnut farming,Tree Nut Farming ,Index Description,2022 NAICS,Yes
Macadamia farming,Tree Nut Farming ,Index Description,2022 NAICS,Yes
Pecan farming,Tree Nut Farming ,Index Description,2022 NAICS,Yes
Pistachio farming,Tree Nut Farming ,Index Description,2022 NAICS,Yes
Tree nut farming,Tree Nut Farming ,Index Description,2022 NAICS,Yes
Walnut farming,Tree Nut Farming ,Index Description,2022 NAICS,Yes
Fruit and tree nut combination farming,Fruit and Tree Nut Combination Farming ,Index Description,2022 NAICS,Yes
Apricot farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Avocado farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Banana farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Cactus fruit farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Cherry farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Coconut tree farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Coffee farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Date farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
"Deciduous tree fruit (except apples, citrus) farming",Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Fig farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Guava farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Kiwi fruit farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Mango farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Nectarine farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Noncitrus fruit farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Olive farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Papaya farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Passion fruit farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Peach farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Pear farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Persimmon farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Pineapple farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Plantain farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Plum farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Pomegranate farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Prickly pear farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Prune farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Quince farming,Other Noncitrus Fruit Farming ,Index Description,2022 NAICS,Yes
Mushroom farming,Mushroom Production ,Index Description,2022 NAICS,Yes
Mushroom spawn farming,Mushroom Production ,Index Description,2022 NAICS,Yes
Shitake mushroom farming,Mushroom Production ,Index Description,2022 NAICS,Yes
"Alfalfa sprout farming, grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
"Bean sprout farming,  grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
"Cannabis, grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
"Cucumber farming, grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
"Eggplant farming, grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
"Endive farming, grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
"English pea farming, grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
"Escarole farming, grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
"Fruit farming, grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
"Garlic farming, grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
"Gingerroot farming, grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
"Ginseng farming, grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
"Hemp, grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
"Herb farming, grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
Hydroponic crop farming,Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
"Marijuana, grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
"Melon farming, grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
"Rhubarb, grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
"Spice farming, grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
"Tomato farming, grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
"Truffles farming, grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
"Vegetable farming, grown under cover",Other Food Crops Grown Under Cover ,Index Description,2022 NAICS,Yes
Azalea farming,Nursery and Tree Production ,Index Description,2022 NAICS,Yes
Christmas tree growing,Nursery and Tree Production ,Index Description,2022 NAICS,Yes
Corms farming,Nursery and Tree Production ,Index Description,2022 NAICS,Yes
"Field nurseries (i.e., growing of flowers and shrubbery)",Nursery and Tree Production ,Index Description,2022 NAICS,Yes
Flower bulb growing,Nursery and Tree Production ,Index Description,2022 NAICS,Yes
"Fruit stock (e.g., plants, seedlings, trees) growing",Nursery and Tree Production ,Index Description,2022 NAICS,Yes
Herbaceous perennial growing,Nursery and Tree Production ,Index Description,2022 NAICS,Yes
Nursery stock growing,Nursery and Tree Production ,Index Description,2022 NAICS,Yes
Nursery with tree production (except for reforestation),Nursery and Tree Production ,Index Description,2022 NAICS,Yes
Preseeded mat farming,Nursery and Tree Production ,Index Description,2022 NAICS,Yes
Propagation material farming,Nursery and Tree Production ,Index Description,2022 NAICS,Yes
Rose bush growing,Nursery and Tree Production ,Index Description,2022 NAICS,Yes
"Short rotation woody tree growing (i.e., growing and harvesting cycle ten years or less)",Nursery and Tree Production ,Index Description,2022 NAICS,Yes
Shrubbery farming,Nursery and Tree Production ,Index Description,2022 NAICS,Yes
Sod farming,Nursery and Tree Production ,Index Description,2022 NAICS,Yes
Tissue culture farming,Nursery and Tree Production ,Index Description,2022 NAICS,Yes
"Tree crop farming (except forestry), short rotation growing and harvesting cycle",Nursery and Tree Production ,Index Description,2022 NAICS,Yes
Turf farming,Nursery and Tree Production ,Index Description,2022 NAICS,Yes
Bedding plant growing (except vegetable and melon bedding plants),Floriculture Production ,Index Description,2022 NAICS,Yes
Cultivated florist greens growing,Floriculture Production ,Index Description,2022 NAICS,Yes
Cut flower growing,Floriculture Production ,Index Description,2022 NAICS,Yes
Cut rose growing,Floriculture Production ,Index Description,2022 NAICS,Yes
Cuttings farming,Floriculture Production ,Index Description,2022 NAICS,Yes
Flower growing,Floriculture Production ,Index Description,2022 NAICS,Yes
Flower seed production,Floriculture Production ,Index Description,2022 NAICS,Yes
Foliage growing,Floriculture Production ,Index Description,2022 NAICS,Yes
Hanging basket plant growing,Floriculture Production ,Index Description,2022 NAICS,Yes
House plant growing,Floriculture Production ,Index Description,2022 NAICS,Yes
Ornamental plant growing,Floriculture Production ,Index Description,2022 NAICS,Yes
"Plant, ornamental, growing",Floriculture Production ,Index Description,2022 NAICS,Yes
"Plant, potted flower and foliage, growing",Floriculture Production ,Index Description,2022 NAICS,Yes
"Plug (i.e., floriculture products) growing",Floriculture Production ,Index Description,2022 NAICS,Yes
"Tobacco farming, field and seed production",Tobacco Farming,Index Description,2022 NAICS,Yes
"Cotton farming, field and seed production",Cotton Farming,Index Description,2022 NAICS,Yes
Cottonseed farming,Cotton Farming,Index Description,2022 NAICS,Yes
"Cane farming, sugar, field production",Sugarcane Farming,Index Description,2022 NAICS,Yes
"Sugarcane farming, field production",Sugarcane Farming,Index Description,2022 NAICS,Yes
Alfalfa hay farming,Hay Farming ,Index Description,2022 NAICS,Yes
Clover hay farming,Hay Farming ,Index Description,2022 NAICS,Yes
Grass hay farming,Hay Farming ,Index Description,2022 NAICS,Yes
"Hay farming (e.g., alfalfa hay, clover hay, grass hay)",Hay Farming ,Index Description,2022 NAICS,Yes
Mixed hay farming,Hay Farming ,Index Description,2022 NAICS,Yes
Sugar beet farming,Sugar Beet Farming ,Index Description,2022 NAICS,Yes
Peanut farming,Peanut Farming ,Index Description,2022 NAICS,Yes
Agave farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Alfalfa seed farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Aloe farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Amaranth farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Bentgrass seed farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Bluegrass-Kentucky seed farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
"Cannabis, grown in an open field",All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Chicory farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Clover seed farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Crimson cloves seed farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Fescue seed farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
"General combination crop farming (except fruit and nut combinations, oilseed and grain, vegetable)",All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Grass seed farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Guar farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Hay seed farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
"Hemp, grown in an open field",All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
"Herb farming, open field",All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Hop farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Jojoba farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Kenaf farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
"Maple sap concentrating (i.e., producing pure maple syrup in the field)",All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Maple sap gathering,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
"Maple syrup (i.e., maple sap reducing)",All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
"Marijuana, grown in an open field",All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Mint farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Orchard grass seed farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Ryegrass seed farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Sorghum sudan seed farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Spice farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
"Syrup, pure maple (i.e., maple syrup reducing)",All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
Tea farming,All Other Miscellaneous Crop Farming ,Index Description,2022 NAICS,Yes
"Backgrounding, cattle",Beef Cattle Ranching and Farming ,Index Description,2022 NAICS,Yes
Beef cattle ranching or farming,Beef Cattle Ranching and Farming ,Index Description,2022 NAICS,Yes
"Calf (e.g., feeder, stocker, veal) production",Beef Cattle Ranching and Farming ,Index Description,2022 NAICS,Yes
Cattle conditioning operations,Beef Cattle Ranching and Farming ,Index Description,2022 NAICS,Yes
Cattle farming or ranching,Beef Cattle Ranching and Farming ,Index Description,2022 NAICS,Yes
Dairy heifer replacement production,Beef Cattle Ranching and Farming ,Index Description,2022 NAICS,Yes
Feeder calf production,Beef Cattle Ranching and Farming ,Index Description,2022 NAICS,Yes
Stocker calf production,Beef Cattle Ranching and Farming ,Index Description,2022 NAICS,Yes
Veal calf production,Beef Cattle Ranching and Farming ,Index Description,2022 NAICS,Yes
Beef cattle feedlots (except stockyards for transportation),Cattle Feedlots ,Index Description,2022 NAICS,Yes
Cattle feedlots (except stockyards for transportation),Cattle Feedlots ,Index Description,2022 NAICS,Yes
Fattening cattle,Cattle Feedlots ,Index Description,2022 NAICS,Yes
"Feed yards (except stockyards for transportation), cattle",Cattle Feedlots ,Index Description,2022 NAICS,Yes
"Feedlots (except stockyards for transportation), cattle",Cattle Feedlots ,Index Description,2022 NAICS,Yes
Dairy cattle farming,Dairy Cattle and Milk Production,Index Description,2022 NAICS,Yes
"Milk production, dairy cattle",Dairy Cattle and Milk Production,Index Description,2022 NAICS,Yes
Milking dairy cattle,Dairy Cattle and Milk Production,Index Description,2022 NAICS,Yes
Farrow-to-finish operations,Hog and Pig Farming ,Index Description,2022 NAICS,Yes
Feeder pig farming,Hog and Pig Farming ,Index Description,2022 NAICS,Yes
"Feedlots (except stockyards for transportation), hog",Hog and Pig Farming ,Index Description,2022 NAICS,Yes
"Hog and pig (including breeding, farrowing, nursery, and finishing activities) farming",Hog and Pig Farming ,Index Description,2022 NAICS,Yes
Hog feedlots (except stockyards for transportation),Hog and Pig Farming ,Index Description,2022 NAICS,Yes
Pig farming,Hog and Pig Farming ,Index Description,2022 NAICS,Yes
Swine farming,Hog and Pig Farming ,Index Description,2022 NAICS,Yes
Weaning pig operations,Hog and Pig Farming ,Index Description,2022 NAICS,Yes
Chicken egg production,Chicken Egg Production ,Index Description,2022 NAICS,Yes
"Chicken eggs (table, hatching) production",Chicken Egg Production ,Index Description,2022 NAICS,Yes
Cull hen production,Chicken Egg Production ,Index Description,2022 NAICS,Yes
"Egg production, chicken",Chicken Egg Production ,Index Description,2022 NAICS,Yes
"Eggs, chicken (table, hatching) production",Chicken Egg Production ,Index Description,2022 NAICS,Yes
Layer-type chicken production,Chicken Egg Production ,Index Description,2022 NAICS,Yes
Started pullet production,Chicken Egg Production ,Index Description,2022 NAICS,Yes
Broiler chicken production,Broilers and Other Meat Type Chicken Production ,Index Description,2022 NAICS,Yes
Chicken production (except egg laying),Broilers and Other Meat Type Chicken Production ,Index Description,2022 NAICS,Yes
Cornish hen production,Broilers and Other Meat Type Chicken Production ,Index Description,2022 NAICS,Yes
